Forward P/E,17.081264,31.388237,26.827778,28.007479,28.065922,38.33008,18.337624,13.214804,32.229443,28.803429,17.772963,114.59885,74.368935,32.616478,14.094718,42.435524,34.523964,26.322124,122.51613,18.285992,8.639256,26.16159,58.20746,51.162773,16.135374,7.2609005,42.522438,17.075642,19.301098,13.847695,7.339041,36.404472,26.879368,78.5625,48.327744,103.59485,16.004927,66.74877,38.02463,9.547814,145.56741,20.196953,16.496197,21.513699,33.3278,16.61456,15.020188,17.860334,19.142597,53.179142,25.747423,29.268557,55.311066,13.1146345,29.820232,8.41697,27.859486,27.861061,10.8714,25.043394,27.032001,48.79175,30.383,24.373077,12.274671,34.28428,-759.9651,18.163265,34.91444,50.618584,42.73301,16.740627,2.36838,24.638983,11.235415,13.1778345,360.82977,27.848612,24.798676,13.554949,9.152591,16.32329,13.45462,12.714632,24.976023,21.87444,78.77297,22.46371,28.539341,22.223993,31.608418,128.98718,30.236393,42.27114,23.81347,34.666668,20.98828,-137.0,26.574097,18.94517,78.889046
P/B Ratio,12.615273,4.3517737,9.509649,8.369643,8.377748,7.5286636,1.9329014,19.794912,3.5073462,54.018616,7.034269,171.64877,23.152485,19.149038,2.682056,34.084423,24.865055,18.739946,21.823822,2.6169395,1.1965648,-26.738407,6.064403,19.075003,8.676868,2.1892593,17.117237,5.629808,5.0017085,2.2102098,1.2273768,7.5699916,4.923168,4.3300037,15.551105,29.535288,4.896022,14.7812805,11.764976,1.0467277,12.397015,7.110194,1.5864629,14.19982,29.847641,3.647518,7.04501,1.5542806,8.313676,34.94437,1.1168001,9.214168,8.731047,1.4616975,27.535662,0.7397469,15.304258,5.7494793,4.400434,-24.36978,4.3406773,20.947615,9.914486,4.987407,3.483385,11.093196,1.9338336,3.076999,8.864902,20.498798,42.805737,5.7647214,-73.50484,7.236298,2.5134377,2.8348072,67.836,17.115664,11.456204,3.149917,0.4978401,10.47828,6.555516,2.0034776,2.7406166,8.310051,15.617832,-12.323403,2.8501391,4.375173,13.127615,17.427067,9.852591,6.070446,8.351809,113.27656,5.878535,1.2227944,6.4207325,2.0465376,24.70922
P/S Ratio TTM,6.423479,8.776495,6.3827457,8.1738405,8.176886,3.7520807,2.7949533,4.2115183,11.509806,8.6929245,4.7949424,34.860863,39.37846,10.646363,4.3553076,8.772997,10.220452,5.6365,24.934015,1.678126,2.110863,7.1101165,28.301376,18.764553,0.9781816,0.6426001,7.7556314,4.646863,1.9347271,1.6473768,0.9557277,4.1010528,9.731892,12.785788,1.5692865,25.571835,4.279086,15.667794,7.038329,3.017476,9.305632,5.767416,1.8437438,6.955014,9.710864,1.7741593,4.7976437,2.593168,3.346109,12.602374,2.1978471,9.6331415,17.041672,2.317511,10.62426,1.2083898,8.166712,6.660864,1.7652345,10.623799,8.050945,4.9665294,10.799851,8.073922,5.2285976,13.523417,200.42496,2.1725664,8.323491,12.267897,25.943237,4.550632,5.2744813,5.4183664,3.1022022,1.726615,116.93502,14.544394,8.466949,1.9610426,0.44694448,2.1020873,4.1045256,4.2956414,7.2051997,2.226445,18.818872,2.5889928,12.24933,3.1750684,7.882727,14.538703,9.693281,10.465347,8.387861,11.822795,8.845521,1.1470425,6.573374,3.0747201,16.63155
Current Ratio MRQ,1.019,2.491,1.232,1.904,1.904,1.024,0.552,1.306,2.324,0.868,2.501,2.736,4.988,1.435,0.863,1.223,0.764,1.048,2.952,1.408,2.503,1.248,1.497,2.821,1.35,0.331,2.089,0.998,0.834,2.41,0.913,1.476,8.422,5.834,1.015,1.88,0.773,3.432,1.52,0.55,2.073,0.837,0.948,4.22,1.328,1.16,1.315,2.633,1.294,1.113,1.24,1.36,5.167,0.638,2.619,1.072,2.21,0.926,2.266,0.492,1.881,1.198,1.973,2.313,2.755,1.353,0.679,0.641,3.519,1.341,4.214,1.736,0.724,1.377,5.022,5.444,6.324,0.942,1.282,1.329,2.357,0.775,3.194,4.598,0.464,1.577,3.85,0.756,1.625,1.211,1.165,2.037,5.812,0.79,1.714,1.531,2.52,1.044,2.105,0.963,2.014
Debt to Equity MRQ,56.381,6.513,29.324,11.481,11.481,47.808,150.71,756.651,25.541,154.486,34.67,300.821,5.651,20.995,73.508,92.099,100.7,148.765,75.079,33.77,37.397,N/A,166.032,49.498,250.867,472.717,56.665,63.282,141.235,7.699,104.176,60.212,1.127,12.947,30.813,21.36,159.506,39.566,100.241,35.449,36.414,36.32,176.868,14.319,52.839,107.666,127.34,14.684,226.06,84.813,47.997,N/A,N/A,74.745,129.746,51.121,48.233,64.823,40.178,N/A,35.586,157.71,25.406,80.129,31.948,32.661,16.307,81.933,0.911,67.866,10.584,115.519,N/A,4.018,45.661,84.861,3.947,5.335,122.209,60.254,3.03,276.868,54.35,9.035,45.121,88.407,9.395,N/A,54.828,194.218,100.747,16.823,85.612,16.59,12.744,1096.545,8.893,92.733,41.169,159.282,99.85
ROE TTM,0.52875,0.04699,0.33262002,0.34829,0.34829,0.2477,0.13013,0.99139,0.05652,1.49814,0.35634997,2.53772,0.11034001,0.58245,0.19670999,-0.21584,0.402,0.76003,0.14001,0.18363,0.091309994,N/A,0.27083,0.21839,0.46388,0.32652,0.40269002,0.22059,0.17929001,0.16693,0.24919,0.23515,0.18481001,0.01303,0.3208,-0.089209996,0.24819,0.04447,0.22826,0.13784,0.0964,0.15458,0.09871,0.32564998,1.65171,0.25798,0.33403,-0.00984,0.33602002,0.64865,-0.18616,0.20285,0.1604,0.06181,1.00775,-0.11637,0.58238,0.17312999,0.42422,N/A,-0.00749,0.43825,0.40647998,-0.02238,0.13109,0.33280998,0.18014999,0.13545999,0.241,0.43548,1.09417,0.22695999,N/A,0.26251,0.05748,0.16771,0.15203,0.17452998,0.41804,0.22923,0.31801,0.39859,0.44615,0.15336001,0.081520006,0.37979,0.22023001,N/A,0.065019995,0.19743,-0.89287,0.08177,0.29990998,0.13255,0.16357,2.4310699,0.22771,0.01759,0.06656,0.10654,-0.026989998
Revenue Growth YOY,0.107,0.317,0.127,0.138,0.138,0.133,0.111,0.094,0.246,0.096,0.077,0.77,0.121,0.232,0.117,0.223,0.171,0.075,0.328,-0.032,0.073,0.16,0.164,0.202,0.102,0.006,0.08,0.076,0.045,0.081,0.021,0.114,0.052,0.153,0.08,0.213,-0.034,0.281,0.152,0.413,0.249,0.007,0.012,0.086,0.136,0.035,0.018,0.034,0.081,0.106,0.002,0.41,0.214,0.061,0.236,-0.019,0.336,0.028,0.065,0.059,0.576,0.338,0.216,-0.134,0.366,0.181,0.027,0.077,0.111,0.159,0.556,-0.064,0.059,-0.061,-0.154,-0.144,0.48,0.158,0.102,0.051,0.071,0.01,0.103,0.036,0.132,0.046,0.311,0.038,0.14,0.069,0.124,-0.118,0.164,0.026,0.187,0.078,0.121,0.01,0.126,0.086,0.213
Quarterly Revenue Growth (Calculated),0.027826391319565977,0.033207851573003495,0.3626760563380282,0.06864374847618414,0.06864374847618414,0.0773124682816525,-0.06891313101731522,0.12639587679469874,0.09101280724587398,-0.013873887100326136,0.028450704225352112,-0.15179502176855988,-0.1514907332796132,-0.006432861848478977,0.06395348837209303,0.02036387865994062,0.07960808328230251,-0.07675130560057626,0.10752394252799301,0.07515170374980551,0.08823529411764706,0.4275514489710206,0.06318315115969075,0.02662258947846287,0.14954511357734993,0.0022570076447033125,0.022418334796767848,0.037034419393596724,,0.02541544477028348,0.01425368889483722,-0.1012080141426046,0.04160520443284542,0.06705818082491123,-0.00812893303830642,0.059376455682895395,0.04411335086181712,0.08562371890071997,0.11689189189189189,-0.09426941205656164,0.08311345646437995,-0.11820580474934037,-0.19168900804289543,0.061702562008778196,0.05864778853023316,0.047938036424534224,0.062096895155242235,0.06498422712933755,0.05396049684382,0.11120492534757173,0.015157495855372228,-0.5059324219757545,0.08280820094080057,0.1452544704264099,0.03647108793289257,0.05884314052342057,0.09559348964815922,0.047214003944773174,0.06519661191398177,0.07680025546862526,0.05846040204716931,0.14406065711878685,0.1229380346930094,0.10819165378670788,0.1549733018750776,0.09098564210886878,0.030810509066681074,-0.035326962310748417,0.13859636635791386,0.050874999917004976,0.060846080522899554,0.03209876543209877,0.09382188311895505,0.023905014190556406,0.01590924811509995,0.009245199349610976,0.13559011376300412,0.10803844473569245,-0.05414181577203446,0.0637915543575921,0.08688688221000515,0.2682627378759975,-0.05592494762728846,0.21358998910423613,0.032292330571489274,-0.15684442496708967,0.13559322033898305,0.07925493060628196,0.0844442255835379,0.01177822464808963,-0.049731437598736175,0.1634859063873804,0.09314327844679282,-0.060526315789473685,0.1266482798476026,0.02602921646746348,0.07021153707313552,0.09277202361064707,0.048214285714285716,-0.1584741423451101,0.06075211567561509
P/FCF TTM (Calculated),18.913079440111776,108.0183971925156,16.35949471447543,41.7205793071299,41.736121185201476,76.46562198479226,,14.147929208389456,38.29194666864826,32.64630362267133,18.32478732309336,95.50855703586274,1027.079984607595,37.69882081668153,33.825323141718215,32.32247117042718,44.85454483986711,26.382751222710407,180.9622264154379,22.556660035053554,8.388240683706325,22.539988090195084,87.35903565509426,85.41809506005765,18.533775685459428,11.226087703891174,45.64238772786438,19.812114032510536,,18.471900689655172,9.462336699035319,,47.03090384723381,,63.62747779031528,103.95104779634163,22.28493901986755,60.96602102172228,47.99499852227684,,61.426466379578244,23.20003499677072,,57.10927601182932,32.751428114091105,22.854607112258066,13.437592382726832,16.17361420601641,27.125663266977497,63.75909191947163,,29.82108859444353,119.53220015339777,22.86891441452724,34.51651324988094,10.127265737748344,27.8086400971689,44.95339212342672,12.155612380571664,36.04863987193597,41.92625040875072,16.955722210257864,35.71269130226365,44.29416044553814,1461.112121123967,53.20231716803284,,22.881941835935283,39.30153941035658,73.89490465666141,70.44078045125137,28.941639722980064,44.57125147555337,34.40689818179771,16.3727903926097,18.546277169205265,352.5360867203923,38.65384977116837,27.602424181147974,9.358059230973844,1.513515333915802,26.827417763805816,15.908024321834962,17.253697155613327,23.577754798001926,29.24066117818978,118.00387743018159,28.627328034718666,61.39895922010674,26.735208328591465,,376.4242163775482,107.9008459706275,41.39751922162162,35.534523199144836,38.374934759265294,,9.960123012423763,26.90308560986752,,61.178573818655195
P/FCF LFQ (Calculated),15.778602779696937,64.25531665792728,17.15696311977716,45.494488561083806,45.5114363073972,186.48740595030043,,13.866438113342763,32.50053957372771,36.93074064576229,23.561339977331272,70.16018739001153,246.99944835312024,36.994615315471044,30.068331605083088,32.32247117042718,36.54904709474824,26.382751222710407,337.87907225946094,21.40017538660508,11.427030426165592,19.256565582683983,68.03001677529082,60.247808667015754,21.00397564432231,8.246726291424588,45.64238772786438,19.812114032510536,,14.78885300613497,7.154936653966723,,38.2842848619271,,57.644738317889846,106.95280012794647,30.19464818344965,55.31293402003933,53.03161451997197,,64.61791734734385,24.631808585142856,,61.732004256193626,30.27819339400797,22.63555336996805,14.78006078599637,18.253554304526748,26.9345605668277,65.71401382085578,,29.82108859444353,78.14575668655668,23.18835321904762,34.51651324988094,8.753389389811105,27.8086400971689,43.68522580390609,16.477561645172475,42.84258686325803,38.076411716881246,16.204940739336493,38.51560013754313,47.13274707828005,93.98966861031366,53.20231716803284,,28.176540051730164,35.34654198411066,60.16971825894401,59.51616584702109,29.78551042764579,50.964800542662736,39.12384217346986,15.420159303969548,18.64545167818327,235.45629364945597,38.65384977116837,27.602424181147974,11.966361832199546,1.963073567898499,27.302138491506227,15.277014236448116,17.1692795500942,23.56949277266754,29.792785923118437,103.71612121959274,42.14959937522187,60.52572459115581,21.629992667855404,,241.3131254650913,107.54189438722555,40.58580315845257,30.131927823315422,34.60287874558996,28.861113315998516,10.847100756703567,24.619922408026756,,61.178573818655195
TEV/EBITDA LFQ (Calculated),15.686868117396852,46.34937344,24.366819812971343,18.95105627060882,18.962557517052513,17.636213043127324,11.738678634111661,12.33254570827825,26.87754686827575,25.117478619692864,14.166988981446737,65.18713944763647,166.591627298027,25.407508911375377,8.691763863440032,1827.4778713275073,42.99994606741573,18.77923219960935,174.66642414926974,10.386636450884296,8.892286424277126,21.185768049399975,5.569832581189135,54.834592093258586,13.823402196366606,6.315181022006714,28.980393243137858,17.9252626625387,,8.633590115051222,4.481187643420969,17.253029630513264,22.260749779244044,192.32803018201875,32.41267389981447,2027.7950756461046,12.121758917968158,217.62528966889815,28.184271716705158,5.955783485996705,95.7737999364519,23.155691857522594,10.665593633391305,31.539553911650263,24.014652089020043,11.157551068164011,14.440795181917608,11.498389823242867,16.46132735115357,37.57884534020012,131.14864529496404,,47.41898431184559,15.969570728391444,24.732998830490825,,22.88050349913662,18.85326556862745,6.5770729504848315,19.267237201140603,43.20164056590559,34.793388879368656,19.636006319378517,46.374572208224386,11.224870326568379,24.02756926839197,15.629394701091856,16.62146563412196,28.06030159269827,18.36343246853464,41.40752164810993,15.854280789291026,25.934238250812545,17.14085491089765,16.296804552535367,13.031816225662778,669.9690093393533,68.08366557444616,20.444469979123173,9.128142746178213,3.2440180248815875,16.41057972892194,12.215239453253144,10.072100642257677,20.34639474367671,14.984469594462476,119.97813468458094,20.272239777574388,50.42524188772628,11.789107889411838,,94.33643904826886,21.46802258231669,25.832747115789473,36.66964649633527,23.417383989277447,20.90266744271151,3.448314047289353,45.65858069651741,12.806970042959428,405.50304421441706
Operating Margin MRQ,0.36289,-0.01275,0.19767,0.32429,0.32429,0.11432,0.28184,0.32727,0.28551,0.29990998,0.30581,0.76082003,0.108260006,0.34636003,0.24120001,-0.020569999,0.25865,0.23685,0.00025,0.12836,0.3461,0.33657002,0.31765,0.29354,0.07243,0.24408,0.22396,0.21277,0.12945,0.15577,0.19770001,0.15391,0.36672002,-0.03481,0.04003,-0.06381,0.36094,-0.042940002,0.18374,0.27897,0.05633,0.16218,0.17284,0.20963,0.28018,0.1462,0.39156,0.11611,0.21426001,0.33624,-0.03803,0.15697,0.30466998,0.21570998,0.42578998,0.20702,0.33668,0.28264,0.20743,0.68653,0.14895001,0.12149999,0.43019,0.05049,0.2332,0.44901,122.56298,0.13413,0.29912,0.3407,0.60842997,0.25768998,0.20209,0.25424,0.16518,0.11505,0.26833,0.13528,0.38723,0.19293,0.24804,0.17491,0.26647,0.29641,0.28211,0.115439996,0.14216,0.0951,0.095,0.24669,0.011569999,0.04103,0.35027,0.2409,0.16826001,0.46078,0.38931,-0.00601,0.10604999,0.17676,-0.03616
Operating Margin LFQ (Calculated),0.36374496703685677,0.08287162162162162,0.22495682210708118,0.32679140223856284,0.32679140223856284,0.11370996868834304,0.24824476089554695,0.23461351204284445,0.25315951648222573,0.31866381156316914,0.3013665117254395,0.5557258671731226,0.18514923562242175,0.3629105222411879,0.20042123148262864,-0.025001802387741922,0.22937168811506434,0.2632131861932114,-0.0006284522012552319,0.12727733710022093,0.24247274182254677,0.3284715284715285,0.38991422754730837,0.30696814701155584,0.07641361531746069,0.245011046322118,0.22820935146106244,0.22070815829420695,,0.15517914673435518,0.18122302390001932,0.1385117440876677,0.3580303036903761,-0.0021608643457382954,0.03751823079441617,-0.08722646922371324,0.348993288590604,-0.005595718381886808,0.1597842261904762,0.37812187812187814,0.04564943253467844,0.1982873963071983,0.1999915846166793,0.20103159086231734,0.3087457990817148,0.13819183571249688,0.374090499618876,0.11224788073662671,0.19807451862965741,0.31085849298427454,-0.0828528358771434,0.26243959428601776,0.2879934390377255,0.21460752585823972,0.41248438446279345,0.20395100750691425,0.32008564303688447,0.2687922995939239,0.22883893633513316,0.1537503405861975,0.060166692006800374,0.12304946879150067,0.44020268002952956,0.04912885405354361,0.22603732292313608,0.4562195624085985,-0.13366008972101695,0.13146476216143377,0.26928614281060664,0.2951066604821225,0.5809354912902952,0.25581587196832206,0.19222696854693547,0.25393278712423,0.17537663311870977,0.12387940680909079,0.16553803173702628,0.1347828444396248,0.3962345424197283,0.19079028861637556,0.22401932482481865,0.13501111740855387,0.27676445430797325,0.27021569979316457,0.28058006721923917,0.1223620600991065,0.1528859596564809,0.10455636929568021,0.1716058790695824,0.23075001189739686,-0.10115188301834736,0.06231665228645384,0.3489055472263868,0.26578300081989614,0.17730623256869502,0.4393771973882471,-0.01744491540266928,0.025025363544132567,0.08684004911262418,0.17998137135487569,-0.047563984340366953
Gross Margin,0.89138,0.50986,0.8323,0.58943003,0.58943003,0.49607,0.48759997,0.69359,0.60151,0.46678,0.48501998,0.78610003,0.97137,0.52521,0.82264,0.82842004,0.92036,0.48391,0.60578,0.21424,0.75585,0.86773,0.77185,0.85570997,0.21572,0.55174,0.50039,0.64938,0.35463002,0.34179002,0.70822996,0.21773,0.49310002,0.79331,0.12776,0.74163,0.46881,0.79941005,0.58766,0.75421,0.51037997,0.79140997,0.4182,0.45064998,0.81289,0.41564,0.78533,0.23764999,0.38077,0.6154,0.32921,0.80394,0.66612,0.54934,0.6091,0.34307,0.48705003,0.48446,0.59096,0.8169,0.49589002,0.51544,0.81966,0.54481,0.37133998,0.68824,0.70098996,0.32548,0.55184,0.48491,0.69847,0.557,0.51397,0.3939,0.37884998,0.15719,0.8003,0.73414004,0.72353,0.41682,0.57445,0.54685,0.55681,0.47351003,0.68867993,0.32647,0.49341,0.23739,0.81128,0.63676,0.59501,0.1748,0.58027,0.38535,0.79406,0.69389,0.55906,0.44296002,0.75578004,0.44494,0.76986
Gross Margin LFQ (Calculated),0.8924826335117915,0.47621621621621624,0.8322970639032815,0.5894253888674983,0.5894253888674983,0.49606589477014734,0.6249231856077652,0.6448434859810408,0.6015126899106028,0.4667825022942796,0.4850242896585468,0.8087204817504045,0.9713661732589177,0.5225396647732042,0.8138086051574308,0.828418247526894,0.9061317183951552,0.46027168071436564,0.6046512989266555,0.2231880908399435,0.7542762828848655,,0.6682742048526517,0.8557096504873866,0.2157160291247492,0.6068776936728115,0.5003939486165667,0.6493804497475907,,0.3417943961729962,0.7082313341493268,0.21775915555376496,0.44512378944250097,0.7933116103584291,0.1277606631544483,0.7400422749799475,0.3454609678558813,0.7992278657955953,0.5876581101190477,0.4029541886684744,0.5003783102143758,0.7914102221032914,0.4182024741226963,0.4506457089936201,0.8128875495037788,0.4156273478587528,0.7853232624211767,0.23764980999707688,0.38077019254813704,0.6153997991438227,0.29762577727529677,0.7956560989857151,0.6661235647895024,0.5493368868583032,0.6090980853989936,0.3428684314500198,0.48705023885591736,0.4844638291472402,0.5909633827327789,0.20240551165777898,0.4464194391076587,0.45870683930942896,0.8194839041632178,0.5448085367581095,0.3713364682222814,0.6882374238616519,0.7009897863393911,0.32548174100525534,0.5518380920113355,0.48491085461141215,0.6984711108959072,0.5499092558983666,0.5139744025529698,0.3379471083537786,0.37885228480340066,0.18152645050097108,0.8003026809088101,0.734143035297945,0.7235314177001633,0.4691254799950452,0.5744519830079042,0.5443279417534987,0.5568116143051992,0.8557076726090811,0.6886758345496177,0.27779868417208536,0.49340922708208507,0.2367584009506859,0.7911661982091289,0.6360586303716746,0.5580252448613602,0.1747950819672131,0.5802698650674663,0.7525280131183384,0.7940560369797484,0.6938891679223171,0.8610624584019336,0.43274108373871645,0.7557763143207947,0.4581930214229419,0.7687424596397835
Profit Margin,0.30012,0.095740005,0.22668,0.31118,0.31118,0.105399996,0.1766,0.18956,0.18847999,0.24295999,0.23877001,0.42345002,0.16961999,0.29273,0.14681,-0.04922,0.15791,0.19841999,0.13644,0.1104,0.1531,0.19233,0.31592,0.19884,0.04921,0.095319994,0.17527,0.17969,0.07345,0.11891,0.18444,0.12123,0.33408,0.03574,0.02918,-0.06841,0.21915,0.04131,0.13288,0.28613,0.06566,0.13942,0.111669995,0.15295,0.30603,0.11219,0.21865,-0.01681,0.14296,0.24410999,-0.38636002,0.20546,0.28514,0.09747,0.33411998,-0.20826,0.29065,0.20196,0.16377,0.3637,-0.01429,0.085200004,0.39992002,-0.03503,0.1841,0.36146,10.366131,0.098129995,0.20542999,0.24579,0.52414,0.17719999,0.14155,0.1942,0.07279,0.098809995,0.22185,0.122959994,0.29745,0.1449,0.23906,0.08229,0.26766002,0.31367,0.20616,0.09596,0.23417,0.07175,0.31042,0.14533,-0.7292,0.063439995,0.30231002,0.22342,0.15572,0.30675,0.31856,0.01998,0.06507,0.14852999,-0.015520001
Profit Margin LFQ (Calculated),0.30392460510596875,0.09574324324324324,0.2266839378238342,0.3111828518655139,0.3111828518655139,0.105401484691913,0.17659810226112538,0.1895638227797348,0.18847738883842416,0.24296115019883757,0.23877258588753364,0.4572206386064633,0.1696190245086144,0.3047293032742287,0.14681156085732996,-0.0492180321607331,0.1579106737320212,0.19842030261321245,0.13643893811230184,0.11039878300554166,0.1530959287786336,0.19232767232767234,0.31592297166505356,0.1988394445037193,0.0492131472737827,0.0953243272608743,0.17526588751202712,0.17968722420305716,,0.11891047544664649,0.18443599819622494,0.1212279924257685,0.32208823619104043,0.03574001028983022,0.02918043277673602,-0.06841258279579701,0.2191451783821971,0.041305599100281955,0.13288225446428573,0.2737976309404881,0.06565783942833123,0.1394166443671394,0.11163005974922158,0.15296357275159497,0.30603196642420993,0.11229651890808916,0.2186612154389855,-0.016807950891552178,0.14296074018504626,0.2441123259071034,-0.3863576408517053,0.2054590834262652,0.2851394204483324,0.09746811345897582,0.33412215138297763,-0.20825760568945081,0.29064525243589967,0.20195518123026018,0.1637696353900519,0.09602584562687322,-0.014291835408920648,0.08520086321381141,0.3999183463457193,-0.03503470418811087,0.18410078963712181,0.3614601524896707,10.366134425789818,0.09812693707047568,0.2054293124642177,0.24579269949238464,0.5241378058080839,0.1771984820986636,0.14155304105473537,0.19419815692557507,0.07279489904357067,0.0988115602773026,0.22184935303190997,0.12296264165265955,0.2974496114291868,0.1448965688096123,0.2390563328663445,0.08229062213890222,0.26765610190258227,0.31367224324970805,0.20615685381824025,0.09794773016697353,0.2341721589774316,0.07175116450845342,0.3104173478051697,0.14532670251748916,-0.7292040281418126,0.06537963761863676,0.3023088455772114,0.2234216999180104,0.15572239508370012,0.30668006027122047,0.31856237082705713,0.019978668609037225,0.06507422703426721,0.14852762054882854,-0.015516728610628423
